Região;UF;Município;IBGE;N_Fam_Cad_Geral;N_Fam_Cad_Urbano;N_Fam_Cad_Rural;N_Fam_Cad_Geral_Ext_Pob;N_Fam_Cad_Urbano_Ext_Pob;N_Fam_Cad_Rural_Ext_Pob;N_Pes_Cad;N_Fam_PBF;N_Pes_PBF;N_Crianca_<5_PBF_2018_DAI;%_DAI_Crianca_<5_PBF_2018;N_Crianca_<5_PBF_2019_DAI;%_DAI_Crianca_<5_PBF_2019;N_Crianca_<2_PBF_2018_DAI;%_DAI_Crianca_<2_PBF_2018;N_Estab_AF_2017;N_DAP;N_DAP_CAD;N_Fam_Fomento;N_Cisterna_1;N_Cisterna_2;N_Cisterna_Escola;N_AF_PAA
Sul;RS;Santo Antônio da Patrulha;431760;5442;3334;2108;2334;1344;990;12090;1930;5109;66;44265;40;6.72;27;17.88;2113;234;48;40;0;0;0;34
Sul;RS;Santo Antônio das Missões;431770;1952;1381;571;1111;748;363;4443;994;2679;56;20.51;77;28.21;20;32.79;833;449;110;23;0;0;0;1
Sul;RS;Santo Antônio do Palma;431755;318;130;188;9;3;6;851;19;65;0;0;0;0;0;0;299;282;75;0;0;0;0;89
Sul;RS;Santo Antônio do Planalto;431775;203;125;78;14;8;6;514;35;106;1;14.29;1;10;1;50;204;180;25;0;0;0;0;18
Sul;RS;Santo Augusto;431780;2184;1988;196;600;547;53;5252;699;2009;20;9.76;20;13.42;13;20.96;460;420;69;30;0;0;0;0
Sul;RS;Santo Cristo;431790;783;491;292;253;174;79;2072;318;966;6;5.26;19;20.88;5;13.52;1438;818;72;6;0;0;0;152
Sul;RS;Santo Expedito do Sul;431795;232;104;128;31;10;21;588;46;137;1;7.69;1;16.67;0;0;467;422;51;19;0;0;0;7
Sul;RS;São Borja;431800;8250;7640;610;464;400;64;19278;1638;5570;50;12.89;38;11.84;23;24.21;535;225;74;67;0;0;0;0
Sul;RS;São Domingos do Sul;431805;291;193;98;12;11;1;682;32;104;1;5;1;7.14;1;44511;271;168;27;0;0;0;0;68
Sul;RS;São Francisco de Assis;431810;3341;2810;531;902;767;135;7681;1165;3102;36;13.43;30;13.89;16;22.85;1788;612;127;15;0;0;0;57
Sul;RS;São Francisco de Paula;431820;2116;1611;505;571;393;178;5569;930;2994;48;17.84;14;44507;17;21.52;693;236;27;27;0;0;0;62
Sul;RS;São Gabriel;431830;8970;7997;973;1585;1311;274;19282;3263;8865;46;7.74;61;10.29;22;11.96;1348;448;104;29;0;0;0;567
Sul;RS;São Jerônimo;431840;2657;2182;475;1408;1137;271;6709;1423;4130;53;44273;28;10.22;10;44453;1172;397;109;94;0;19;0;85
Sul;RS;São João da Urtiga;431842;522;290;232;73;35;38;1283;101;297;1;44258;2;44445;0;0;605;405;125;11;0;0;0;13
Sul;RS;São João do Polêsine;431843;331;194;137;118;69;49;856;121;347;11;18.64;8;17.39;3;18.75;153;174;11;0;0;0;0;48
Sul;RS;São Jorge;431844;201;111;90;21;8;13;534;30;113;1;44448;0;0;1;33.33;345;260;42;0;0;0;0;151
Sul;RS;São José das Missões;431845;501;170;331;208;57;151;1314;239;695;4;44337;6;15.79;3;50;468;228;80;70;0;0;0;78
Sul;RS;São José do Herval;431846;278;78;200;209;50;159;707;194;555;7;14;4;8.16;1;7.14;313;77;16;36;0;0;0;7
Sul;RS;São José do Hortêncio;431848;145;102;43;16;11;5;365;20;60;0;0;0;0;0;0;232;93;3;0;0;0;0;22
Sul;RS;São José do Inhacorá;431849;406;204;202;13;5;8;980;18;52;0;0;0;0;0;0;359;228;81;0;0;0;0;1
Sul;RS;São José do Norte;431850;4170;2822;1348;1098;753;345;11033;1610;4802;17;5.21;15;6.33;8;10.39;1359;898;334;148;0;0;0;29
Sul;RS;São José do Ouro;431860;639;462;177;203;134;69;1487;228;615;17;20.73;16;32.65;5;23.81;572;501;56;18;0;0;0;1
Sul;RS;São José do Sul;431861;92;35;57;19;9;10;253;19;64;0;0;0;0;0;0;343;196;2;0;0;0;0;16
Sul;RS;São José dos Ausentes;431862;455;322;133;187;139;48;1413;237;834;12;12.24;6;6.38;6;44431;235;191;28;0;0;0;0;1
Sul;RS;São Leopoldo;431870;20894;20743;151;10588;10508;80;51922;8858;25536;162;44325;215;44419;66;13.55;35;54;41;40;0;0;0;12
Sul;RS;São Lourenço do Sul;431880;3962;3060;902;1392;1094;298;10011;1620;4757;43;10.36;38;44326;13;44264;3334;2800;287;172;0;0;0;444
Sul;RS;São Luiz Gonzaga;431890;4612;4312;300;500;445;55;11455;1151;3789;53;14.29;56;44365;20;22.47;934;414;83;21;0;0;0;19
Sul;RS;São Marcos;431900;960;848;112;324;284;40;2360;325;952;6;5.71;6;44445;2;7.69;519;225;8;9;0;0;0;19
Sul;RS;São Martinho;431910;753;575;178;90;64;26;1772;110;280;4;18.18;1;5;2;40;400;609;87;0;0;0;0;0
Sul;RS;São Martinho da Serra;431912;483;191;292;214;69;145;1282;275;837;6;9.38;3;6;2;11.76;482;81;11;15;0;0;0;0
Sul;RS;São Miguel das Missões;431915;1109;613;496;684;370;314;2588;635;1648;15;9.55;16;10.39;5;10.87;826;267;60;64;0;0;0;10
Sul;RS;São Nicolau;431920;1245;910;335;874;627;247;2817;720;1900;20;12.74;9;6.34;15;37.5;535;239;83;23;0;0;0;0
Sul;RS;São Paulo das Missões;431930;675;241;434;161;51;110;1753;274;861;4;4.49;14;18.67;1;3.85;992;636;181;18;0;0;0;31
Sul;RS;São Pedro da Serra;431935;85;48;37;14;8;6;218;20;63;1;8.33;1;25;0;0;198;66;2;0;0;0;0;23
Sul;RS;São Pedro das Missões;431936;310;87;223;80;19;61;866;92;290;13;32.5;20;58.82;7;58.33;283;146;48;50;0;10;0;27
Sul;RS;São Pedro do Butiá;431937;141;60;81;41;14;27;345;45;110;1;14.29;1;44448;1;25;348;299;22;10;0;0;0;130
Sul;RS;São Pedro do Sul;431940;3097;2472;625;970;797;173;7163;990;2703;18;6.95;11;3.75;6;44448;1083;357;143;15;0;0;0;61
Sul;RS;São Sebastião do Caí;431950;1879;1748;131;646;596;50;4821;698;2150;35;11.36;36;10.98;19;21.59;469;242;11;14;0;0;0;28
Sul;RS;São Sepé;431960;2962;2546;416;642;526;116;7074;1062;2989;28;9.52;17;6.32;12;15;1114;447;58;18;0;0;0;4
Sul;RS;São Valentim;431970;399;235;164;39;15;24;997;69;190;4;14.81;1;44448;1;44511;399;293;46;20;0;0;0;32
Sul;RS;São Valentim do Sul;431971;86;41;45;8;5;3;211;9;29;0;0;0;0;0;0;358;162;5;0;0;0;0;44
Sul;RS;São Valério do Sul;431973;478;120;358;278;25;253;1516;300;1059;19;20.43;16;44337;7;33.34;236;293;128;232;0;0;0;0
Sul;RS;São Vendelino;431975;108;49;59;5;3;2;216;3;10;0;0;0;0;0;0;126;54;8;0;0;0;0;11
Sul;RS;São Vicente do Sul;431980;939;693;246;347;257;90;2427;420;1246;11;10.28;0;0;7;19.44;504;212;56;20;0;0;0;0
Sul;RS;Sapiranga;431990;5711;5616;95;2213;2157;56;13494;2213;6311;81;44333;75;16.56;27;44284;158;93;3;0;0;0;0;155
Sul;RS;Sapucaia do Sul;432000;11663;11617;46;3819;3806;13;27418;4607;13190;113;7.68;102;44324;54;16.47;26;14;0;0;0;0;0;0
Sul;RS;Sarandi;432010;2469;2409;60;858;839;19;5779;732;2139;30;44328;28;11.24;12;15.19;643;779;69;11;0;0;0;146
Sul;RS;Seberi;432020;1769;1111;658;377;217;160;4561;626;1828;28;16.28;27;19.29;10;22.22;979;571;157;102;0;23;0;93
Sul;RS;Sede Nova;432023;515;358;157;117;80;37;1218;144;400;5;13.16;5;44328;1;10;288;281;68;0;0;0;0;0
Sul;RS;Segredo;432026;942;180;762;205;50;155;2586;407;1305;6;4;7;4.86;2;4.88;935;796;261;115;0;9;0;32
Sul;RS;Selbach;432030;373;270;103;127;96;31;914;100;301;6;12.77;1;44379;1;5.56;411;402;14;0;0;0;0;65
Sul;RS;Senador Salgado Filho;432032;335;114;221;132;45;87;837;130;336;1;3.23;2;44385;0;0;459;465;84;14;0;0;0;9
Sul;RS;Sentinela do Sul;432035;651;204;447;249;60;189;1811;358;1136;21;16.15;18;18.75;12;34.28;686;193;32;40;0;0;0;14
Sul;RS;Serafina Corrêa;432040;1064;915;149;166;143;23;2486;181;558;18;24.66;8;44451;8;36.36;441;334;30;0;0;0;0;59
Sul;RS;Sério;432045;153;42;111;37;8;29;435;56;183;2;10.53;1;44448;0;0;452;151;23;0;0;0;0;25
Sul;RS;Sertão;432050;547;297;250;179;83;96;1328;205;601;9;14.52;6;44328;3;20;630;614;30;44;0;0;0;128
Sul;RS;Sertão Santana;432055;566;119;447;67;8;59;1509;180;597;4;6.15;2;4.76;3;16.67;821;334;35;98;0;24;0;89
Sul;RS;Sete de Setembro;432057;185;45;140;70;10;60;501;96;264;4;18.18;2;44448;0;0;306;260;61;29;0;0;0;6
Sul;RS;Severiano de Almeida;432060;428;183;245;37;16;21;1017;66;216;1;5;3;30;0;0;573;358;68;0;0;0;0;34
Sul;RS;Silveira Martins;432065;201;115;86;54;32;22;554;64;209;0;0;0;0;0;0;334;130;9;0;0;0;0;20
Sul;RS;Sinimbu;432067;723;41;682;463;18;445;2044;487;1431;13;10.16;9;44446;4;14.28;1595;618;93;80;0;0;0;0
Sul;RS;Sobradinho;432070;1695;1364;331;476;377;99;4257;576;1658;21;13.38;11;7.86;5;15.63;589;416;82;24;0;0;0;34
Sul;RS;Soledade;432080;4886;4405;481;1779;1571;208;11177;1824;4912;60;12.15;58;14.65;30;19.35;963;541;90;132;0;13;0;155
Sul;RS;Tabaí;432085;371;80;291;124;28;96;972;152;501;4;8.33;4;44448;2;15.38;499;113;19;19;0;0;0;15
Sul;RS;Tapejara;432090;2109;2004;105;581;562;19;5132;411;1242;44;21.67;39;19.31;15;24.59;573;753;51;0;0;0;0;158
Sul;RS;Tapera;432100;980;925;55;84;80;4;2409;170;530;8;9.76;9;13.85;2;44385;301;352;29;0;0;0;0;51
Sul;RS;Tapes;432110;2049;1927;122;167;148;19;5299;458;1492;16;10.96;12;9.68;5;15.63;139;114;33;0;0;0;0;43
Sul;RS;Taquara;432120;2924;2330;594;1047;825;222;7744;1139;3555;36;14.94;43;16.23;14;22.58;1047;152;7;48;0;0;0;13
Sul;RS;Taquari;432130;2623;2289;334;937;833;104;6470;1326;3814;82;17.45;95;18.23;34;31.19;574;176;21;27;0;0;0;18
Sul;RS;Taquaruçu do Sul;432132;178;82;96;53;21;32;511;65;197;4;30.77;1;44511;3;100;367;349;39;34;0;0;0;2
Sul;RS;Tavares;432135;974;817;157;473;394;79;2276;420;1177;8;8.42;12;44542;1;4.17;546;323;117;26;0;0;0;0
Sul;RS;Tenente Portela;432140;1629;908;721;770;317;453;4751;846;2814;29;44206;41;44239;12;14.45;776;621;109;381;0;0;0;51
Sul;RS;Terra de Areia;432143;1374;1078;296;698;519;179;3566;651;2019;23;11.27;32;18.29;11;20.37;233;140;43;42;0;0;0;99
Sul;RS;Teutônia;432145;1728;1647;81;356;341;15;4491;248;730;8;10.53;5;8.47;2;10.52;858;381;7;0;0;0;0;18
Sul;RS;Tio Hugo;432146;103;30;73;24;6;18;291;43;139;0;0;1;44448;0;0;306;221;2;0;0;0;0;67
Sul;RS;Tiradentes do Sul;432147;468;139;329;71;11;60;1269;141;457;3;44323;0;0;1;44328;884;564;77;59;0;12;0;30
Sul;RS;Toropi;432149;447;70;377;102;12;90;1071;121;323;2;13.33;4;17.39;1;16.67;544;408;161;15;0;0;0;3
Sul;RS;Torres;432150;3193;2696;497;999;821;178;7984;1142;3462;34;11.72;44;13.92;9;11.54;302;137;7;30;0;0;0;2
Sul;RS;Tramandaí;432160;5134;5095;39;1295;1274;21;13150;1925;6173;94;13.68;129;21.22;37;20.67;39;36;5;16;0;0;0;0
Sul;RS;Travesseiro;432162;228;76;152;10;1;9;487;11;30;0;0;0;0;0;0;360;151;39;0;0;0;0;6
Sul;RS;Três Arroios;432163;110;69;41;3;2;1;268;4;5;0;0;0;0;0;0;508;352;33;0;0;0;0;34
Sul;RS;Três Cachoeiras;432166;643;439;204;188;127;61;1759;265;775;6;44385;4;7.55;3;15.79;609;273;31;0;0;0;0;65
Sul;RS;Três Coroas;432170;1531;1404;127;442;401;41;4057;437;1353;6;3.43;9;5.49;1;2.33;315;65;4;0;0;0;0;0
Sul;RS;Três de Maio;432180;3114;2697;417;672;581;91;7263;876;2355;16;11.19;25;23.36;6;44328;1200;1037;106;11;0;0;0;26
Sul;RS;Três Forquilhas;432183;354;22;332;78;6;72;1017;127;412;3;8.82;8;44337;1;16.67;341;156;33;0;0;0;0;97
Sul;RS;Três Palmeiras;432185;825;397;428;238;81;157;2105;244;741;8;7.27;3;4;4;10.25;402;316;90;105;0;0;0;82
Sul;RS;Três Passos;432190;1973;1748;225;812;689;123;4682;820;2289;31;15.27;27;15.34;13;20.63;1152;1027;73;50;0;8;0;23
Sul;RS;Trindade do Sul;432195;839;539;300;219;144;75;2104;302;934;2;1.89;9;9.57;0;0;442;320;77;77;0;22;0;53
Sul;RS;Triunfo;432200;3456;2197;1259;1487;959;528;8485;1239;3869;18;44446;32;10.46;14;17.29;884;164;16;40;0;0;0;21
Sul;RS;Tucunduva;432210;400;349;51;117;97;20;1041;138;396;4;44448;0;0;0;0;468;428;12;0;0;0;0;91
Sul;RS;Tunas;432215;607;115;492;418;72;346;1765;393;1257;15;10.14;22;15.28;7;13.46;713;412;161;158;0;19;0;51
Sul;RS;Tupanci do Sul;432218;249;78;171;54;13;41;606;55;160;2;25;1;8.33;1;33.33;345;200;44;15;0;0;0;0
Sul;RS;Tupanciretã;432220;3584;3154;430;1283;1127;156;8290;1748;4635;83;13.72;63;44389;36;22.79;905;361;99;15;0;0;0;206
Sul;RS;Tupandi;432225;96;78;18;45;35;10;264;34;93;1;5.88;2;44328;0;0;417;170;5;0;0;0;0;47
Sul;RS;Tuparendi;432230;736;528;208;178;142;36;1718;205;536;1;44410;2;4.35;1;6.25;859;748;89;14;0;0;0;131
Sul;RS;Turuçu;432232;473;277;196;102;67;35;1160;146;435;3;44413;4;7.69;2;13.33;333;273;29;15;0;0;0;44
Sul;RS;Ubiretama;432234;258;63;195;18;7;11;644;28;87;1;16.67;1;33.33;0;0;623;478;119;15;0;0;0;21
Sul;RS;União da Serra;432235;44;9;35;4;2;2;125;10;33;2;40;0;0;1;50;311;257;16;0;0;0;0;18
Sul;RS;Unistalda;432237;308;105;203;227;68;159;793;219;591;1;1.85;11;20.37;0;0;397;108;23;20;0;0;0;0
Sul;RS;Uruguaiana;432240;16166;15693;473;7615;7383;232;38938;7340;22705;187;11.47;214;14.15;71;44270;394;95;25;55;0;0;0;0
Sul;RS;Vacaria;432250;5437;5281;156;1661;1601;60;15232;2398;7849;93;10.52;92;44326;35;14.47;506;259;28;0;0;0;0;13
Sul;RS;Vale do Sol;432253;867;40;827;53;3;50;2574;220;752;6;7.41;8;10.81;2;44205;1630;900;194;76;0;18;0;110
Sul;RS;Vale Real;432254;699;615;84;43;41;2;1620;48;142;1;4.76;1;5.88;0;0;122;91;23;0;0;0;0;7
Sul;RS;Vale Verde;432252;419;127;292;144;35;109;998;154;411;2;6.45;4;10.26;1;16.67;393;165;36;22;0;0;0;1
Sul;RS;Vanini;432255;99;65;34;27;18;9;248;26;75;4;25;0;0;1;14.29;299;188;15;0;0;0;0;55
Sul;RS;Venâncio Aires;432260;4912;3451;1461;1297;925;372;12407;2082;5937;40;6.53;22;3.75;20;13.51;3981;1896;171;94;0;2;0;258
Sul;RS;Vera Cruz;432270;1915;1226;689;403;255;148;5135;761;2346;18;44232;21;7.72;12;11.88;1501;740;31;16;0;0;0;137
Sul;RS;Veranópolis;432280;1440;1342;98;274;253;21;3524;353;1004;10;7.58;15;13.76;5;15.63;545;289;6;0;0;0;0;186
Sul;RS;Vespasiano Corrêa;432285;142;39;103;3;1;2;427;5;13;0;0;0;0;0;0;365;205;45;0;0;0;0;4
Sul;RS;Viadutos;432290;333;236;97;34;28;6;909;75;233;2;5;1;5.56;1;44511;680;471;59;31;0;12;0;128
Sul;RS;Viamão;432300;26468;22902;3566;11996;10367;1629;65439;11527;33225;391;12.84;554;21;178;22.41;868;292;109;65;0;0;0;376
Sul;RS;Vicente Dutra;432310;842;458;384;408;194;214;2211;441;1344;7;44445;7;44445;2;5.41;763;408;116;84;0;23;0;0
Sul;RS;Victor Graeff;432320;201;116;85;29;9;20;463;35;106;0;0;0;0;0;0;455;403;53;0;0;0;0;32
Sul;RS;Vila Flores;432330;227;121;106;12;5;7;504;19;56;4;23.53;2;13.33;2;28.58;238;147;10;0;0;0;0;73
Sul;RS;Vila Lângaro;432335;159;47;112;14;2;12;446;18;61;1;6.67;0;0;1;16.67;381;469;59;0;0;0;0;0
Sul;RS;Vila Maria;432340;309;212;97;45;31;14;753;37;117;1;4.76;0;0;0;0;505;327;29;0;0;0;0;110
Sul;RS;Vila Nova do Sul;432345;737;408;329;535;299;236;1607;444;1103;5;5.81;7;8.43;2;7.69;330;164;32;18;0;0;0;0
Sul;RS;Vista Alegre;432350;338;157;181;67;20;47;852;90;290;7;25;3;8.82;2;22.22;366;230;42;31;0;0;0;1
Sul;RS;Vista Alegre do Prata;432360;233;78;155;15;1;14;689;15;47;2;33.33;0;0;1;100;261;186;76;0;0;0;0;13
Sul;RS;Vista Gaúcha;432370;296;92;204;139;34;105;724;141;401;6;21.43;1;4.17;2;28.57;353;287;61;20;0;0;0;7
Sul;RS;Vitória das Missões;432375;477;91;386;163;22;141;1173;222;613;9;15.79;3;6.38;4;44337;694;231;38;26;0;0;0;0
Sul;RS;Westfália;432377;170;92;78;5;4;1;534;11;36;0;0;0;0;0;0;380;239;44;0;0;0;0;18
Sul;RS;Xangri-lá;432380;1811;1809;2;661;660;1;4776;449;1538;13;9.85;7;5.15;6;14.28;4;4;0;0;0;0;0;2
Sul;SC;Abdon Batista;420005;416;122;294;118;22;96;1211;131;460;4;44448;5;11.63;1;6.67;521;226;68;1;0;0;0;55
Sul;SC;Abelardo Luz;420010;3298;1846;1452;1635;1039;596;7993;1460;4325;49;11.69;75;20.27;15;13.89;1500;766;432;2;0;0;0;444
Sul;SC;Agrolândia;420020;434;317;117;69;47;22;1340;95;328;6;17.65;5;22.73;2;28.58;384;292;26;2;0;0;0;0
Sul;SC;Agronômica;420030;91;38;53;19;3;16;323;27;122;1;44511;1;100;0;0;504;324;7;1;0;0;0;0
Sul;SC;Água Doce;420040;506;252;254;28;16;12;1501;72;266;3;44508;0;0;2;14.29;603;240;58;2;0;0;0;114
Sul;SC;Águas de Chapecó;420050;712;474;238;293;224;69;1606;298;759;12;14.46;11;12.79;3;17.64;689;336;50;2;0;0;0;5
Sul;SC;Águas Frias;420055;161;66;95;24;10;14;490;39;164;1;5.56;2;14.29;0;0;306;215;13;1;0;0;0;8
Sul;SC;Águas Mornas;420060;100;56;44;13;9;4;266;23;57;3;33.33;0;0;1;33.33;636;137;3;4;0;0;0;0
Sul;SC;Alfredo Wagner;420070;706;198;508;209;46;163;2109;282;968;24;44465;10;11.49;5;19.23;1435;1048;188;13;0;0;0;18
Sul;SC;Alto Bela Vista;420075;80;24;56;14;5;9;197;22;50;1;20;0;0;0;0;299;127;8;2;0;0;0;7
Sul;SC;Anchieta;420080;368;216;152;116;68;48;1025;158;514;11;18.64;3;8.57;2;44328;607;442;27;6;0;0;0;234
Sul;SC;Angelina;420090;412;43;369;46;3;43;1263;120;444;3;44511;2;7.69;0;0;741;456;139;0;0;0;0;2
Sul;SC;Anita Garibaldi;420100;1274;637;637;858;418;440;3262;806;2277;46;18.78;31;12.16;23;31.51;919;323;95;8;0;0;0;149
Sul;SC;Anitápolis;420110;249;55;194;115;25;90;791;150;508;6;15.79;1;1.92;2;14.28;405;142;32;0;0;0;0;150
Sul;SC;Antônio Carlos;420120;599;253;346;204;85;119;1590;134;436;4;10.26;2;11.76;1;44511;514;156;8;0;0;0;0;0
Sul;SC;Apiúna;420125;354;247;107;94;68;26;1070;131;469;10;17.86;5;11.36;3;20;290;141;13;4;0;0;0;12
Sul;SC;Arabutã;420127;311;120;191;45;31;14;798;42;133;3;18.75;2;28.57;1;25;647;317;45;0;0;0;0;0
Sul;SC;Araquari;420130;3596;3370;226;1288;1182;106;9754;1178;3770;32;13.22;48;14.59;12;17.91;215;68;10;5;0;0;0;26
Sul;SC;Araranguá;420140;3687;3538;149;454;437;17;9830;961;3480;29;7.69;33;44263;11;10.89;929;353;17;1;0;0;0;72
Sul;SC;Armazém;420150;676;393;283;278;153;125;1702;171;545;12;15.79;26;23.21;3;15;406;177;12;1;0;0;0;1
Sul;SC;Arroio Trinta;420160;192;130;62;19;11;8;456;20;69;4;23.53;3;25;1;33.33;260;164;14;0;0;0;0;111
Sul;SC;Arvoredo;420165;150;41;109;26;4;22;424;37;125;4;22.22;1;6.25;0;0;298;172;22;4;0;0;0;36
Sul;SC;Ascurra;420170;281;267;14;64;61;3;879;78;263;11;32.35;2;8.33;2;25;104;37;1;0;0;0;0;5
Sul;SC;Atalanta;420180;165;93;72;29;13;16;522;42;149;3;13.64;2;10;1;25;438;288;14;1;0;0;0;0
Sul;SC;Aurora;420190;203;82;121;44;24;20;618;65;239;2;9.52;3;18.75;1;20;663;486;20;0;0;0;0;1
Sul;SC;Balneário Arroio do Silva;420195;1429;1398;31;243;238;5;3628;409;1351;15;17.65;13;44435;4;20;43;4;0;0;0;0;0;0
Sul;SC;Balneário Barra do Sul;420205;1833;1804;29;662;646;16;4852;464;1583;23;15.33;21;14.19;10;23.81;47;66;22;0;0;0;0;5
Sul;SC;Balneário Camboriú;420200;4764;4734;30;1143;1126;17;11629;1219;3540;24;44236;32;11.23;10;44450;6;20;0;0;0;0;0;0
Sul;SC;Balneário Gaivota;420207;1873;1806;67;481;463;18;4830;420;1372;13;12.26;14;13.73;6;19.36;141;73;8;0;0;0;0;7
Sul;SC;Balneário Piçarras;421280;1907;1860;47;793;764;29;5095;539;1838;27;9.34;19;9.79;11;13.75;88;35;3;0;0;0;0;1
Sul;SC;Balneário Rincão;422000;1904;1892;12;1080;1070;10;4852;740;2348;31;12.92;15;7.46;9;12.68;46;1;0;0;0;0;0;0
Sul;SC;Bandeirante;420208;322;129;193;41;20;21;913;107;393;8;14.55;5;44511;0;0;373;290;58;3;0;0;0;91
Sul;SC;Barra Bonita;420209;155;45;110;50;9;41;482;56;179;6;22.22;7;38.89;1;44511;295;200;28;5;0;0;0;181
Sul;SC;Barra Velha;420210;3164;3134;30;1083;1074;9;8014;786;2646;45;10.42;94;20.89;15;44391;179;50;2;0;0;0;0;0
Sul;SC;Bela Vista do Toldo;420213;785;108;677;335;41;294;2368;446;1484;10;44385;15;14.71;3;10.35;990;472;106;4;0;0;0;112
Sul;SC;Belmonte;420215;206;152;54;41;33;8;614;69;243;4;44451;1;44318;1;44448;301;236;16;1;0;0;0;42
Sul;SC;Benedito Novo;420220;282;186;96;77;50;27;804;98;330;3;17.65;3;44511;1;33.33;541;123;13;0;0;0;0;0
Sul;SC;Biguaçu;420230;5140;4952;188;2075;2004;71;13870;1773;5528;73;10.28;101;11.57;21;44511;248;121;4;31;0;0;0;12
Sul;SC;Blumenau;420240;13822;13671;151;4139;4095;44;38396;3957;12103;135;10.51;106;9.84;49;13.31;414;93;2;0;0;0;0;56
Sul;SC;Bocaina do Sul;420243;396;149;247;207;80;127;1103;231;702;13;44365;27;38.57;1;5.88;384;183;30;4;0;0;0;8
Sul;SC;Bom Jardim da Serra;420250;441;344;97;220;184;36;1211;230;701;5;5.32;8;44264;2;9.52;381;208;29;0;0;0;0;92
Sul;SC;Bom Jesus;420253;468;297;171;192;111;81;1132;154;465;40;41.24;43;51.19;11;36.66;160;87;21;10;0;0;0;25
Sul;SC;Bom Jesus do Oeste;420257;156;71;85;51;21;30;399;42;155;5;26.32;7;31.82;2;28.57;358;192;22;3;0;0;0;36
Sul;SC;Bom Retiro;420260;1121;941;180;548;456;92;2873;519;1699;31;14.42;51;20.65;10;13.15;546;279;48;1;0;0;0;33
Sul;SC;Bombinhas;420245;1382;1379;3;630;629;1;3532;366;1170;39;18.14;26;44434;11;44274;9;49;1;0;0;0;0;0
Sul;SC;Botuverá;420270;545;446;99;116;102;14;1409;56;191;5;44450;9;25.71;3;44431;262;35;6;0;0;0;0;0
Sul;SC;Braço do Norte;420280;1223;1119;104;379;352;27;3607;369;1307;68;31.48;67;34.36;16;35.56;565;337;9;2;0;0;0;177
Sul;SC;Braço do Trombudo;420285;121;61;60;24;17;7;263;34;97;1;8.33;1;44328;0;0;185;122;3;0;0;0;0;0
Sul;SC;Brunópolis;420287;438;209;229;120;51;69;1007;163;473;3;9.68;1;3.85;1;44511;429;157;36;1;0;0;0;4
Sul;SC;Brusque;420290;4744;4716;28;2063;2058;5;13520;1641;5258;43;9.29;48;12.15;16;13.55;53;7;0;0;0;0;0;0
Sul;SC;Caçador;420300;7410;6959;451;1403;1303;100;20760;1901;6014;68;12.23;76;14.37;21;14;980;428;71;5;0;0;0;232
Sul;SC;Caibi;420310;779;540;239;219;147;72;1772;221;591;23;46.94;7;12.73;11;64.7;553;361;58;6;0;0;0;130
Sul;SC;Calmon;420315;780;438;342;242;138;104;2167;262;917;15;9.38;9;10.98;7;17.95;187;55;32;17;0;0;0;108
Sul;SC;Camboriú;420320;5229;5124;105;987;952;35;13907;1405;4748;59;13.44;47;11.14;20;44306;243;40;0;0;0;0;0;0
Sul;SC;Campo Alegre;420330;977;545;432;187;101;86;2811;285;977;13;14.29;8;10;7;30.44;495;348;36;0;0;0;0;26
Sul;SC;Campo Belo do Sul;420340;918;612;306;135;81;54;2530;252;815;8;44542;12;18.75;2;11.76;732;222;55;7;0;0;0;14
Sul;SC;Campo Erê;420350;1178;939;239;627;480;147;3003;610;1780;33;15.42;36;19.89;13;18.31;407;253;58;10;0;0;0;88
Sul;SC;Campos Novos;420360;2904;2290;614;114;87;27;7867;389;1426;12;16.22;7;14.29;7;31.82;1098;529;98;11;0;0;0;132
Sul;SC;Canelinha;420370;1188;706;482;711;424;287;3102;663;1918;26;18.44;17;17.71;8;23.53;133;28;4;0;0;0;0;27
Sul;SC;Canoinhas;420380;4362;3629;733;1130;874;256;11363;1587;4925;28;44539;31;44206;8;11.43;2296;823;79;3;0;0;0;112
Sul;SC;Capão Alto;420325;331;151;180;99;37;62;916;124;380;2;6.45;0;0;0;0;323;55;7;6;0;0;0;0
Sul;SC;Capinzal;420390;1060;942;118;297;282;15;2563;347;846;7;12.96;4;13.79;1;8.33;343;152;1;3;0;0;0;7
Sul;SC;Capivari de Baixo;420395;1147;1136;11;124;123;1;3211;227;739;19;18.81;12;16.44;7;29.16;46;1;0;0;0;0;0;0
Sul;SC;Catanduvas;420400;998;868;130;308;280;28;2745;329;1039;16;14.29;20;20;4;44451;127;82;16;0;0;0;0;44
Sul;SC;Caxambu do Sul;420410;578;401;177;321;234;87;1518;280;815;6;10.34;4;5.19;0;0;546;349;33;4;0;0;0;27
Sul;SC;Celso Ramos;420415;284;79;205;86;18;68;822;127;439;11;22.45;2;4.44;3;30;460;299;53;0;0;0;0;36
Sul;SC;Cerro Negro;420417;599;154;445;178;41;137;1738;267;900;1;44287;6;6.19;1;4.55;468;243;81;13;0;0;0;81
Sul;SC;Chapadão do Lageado;420419;137;26;111;9;0;9;487;49;204;1;5;0;0;0;0;583;260;23;0;0;0;0;31
Sul;SC;Chapecó;420420;11488;10121;1367;2240;1814;426;29516;3776;11930;173;44267;171;12.79;61;14.15;1303;639;75;21;30;0;0;519
Sul;SC;Cocal do Sul;420425;632;575;57;219;196;23;1683;220;687;18;17.65;4;5.19;5;17.85;178;49;1;0;0;0;0;4
