Região;UF;Município;IBGE;N_Fam_Cad_Geral;N_Fam_Cad_Urbano;N_Fam_Cad_Rural;N_Fam_Cad_Geral_Ext_Pob;N_Fam_Cad_Urbano_Ext_Pob;N_Fam_Cad_Rural_Ext_Pob;N_Pes_Cad;N_Fam_PBF;N_Pes_PBF;N_Crianca_<5_PBF_2018_DAI;%_DAI_Crianca_<5_PBF_2018;N_Crianca_<5_PBF_2019_DAI;%_DAI_Crianca_<5_PBF_2019;N_Crianca_<2_PBF_2018_DAI;%_DAI_Crianca_<2_PBF_2018;N_Estab_AF_2017;N_DAP;N_DAP_CAD;N_Fam_Fomento;N_Cisterna_1;N_Cisterna_2;N_Cisterna_Escola;N_AF_PAA
Sul;SC;Concórdia;420430;3098;2593;505;595;480;115;8228;870;2786;33;9.68;14;10.37;14;13.46;2326;1214;49;1;0;0;0;254
Sul;SC;Cordilheira Alta;420435;252;85;167;67;15;52;653;70;231;7;31.82;3;18.75;1;25;309;178;23;0;0;0;0;74
Sul;SC;Coronel Freitas;420440;699;544;155;125;90;35;1870;232;738;10;10.42;6;44511;4;12.51;725;454;24;2;0;0;0;134
Sul;SC;Coronel Martins;420445;259;112;147;77;30;47;625;94;262;4;44337;4;25;2;25;388;278;46;7;0;0;0;75
Sul;SC;Correia Pinto;420455;1996;1767;229;708;620;88;4795;851;2417;45;44241;30;13.51;16;16.67;586;167;41;5;0;0;0;84
Sul;SC;Corupá;420450;739;570;169;195;149;46;2143;252;841;8;44236;5;7.58;4;44542;648;386;4;0;0;0;0;24
Sul;SC;Criciúma;420460;9099;9017;82;3534;3505;29;24135;3627;10969;135;11.28;258;18.94;53;16.82;391;174;1;0;0;0;0;77
Sul;SC;Cunha Porã;420470;579;451;128;61;46;15;1490;111;376;17;24.29;15;25.42;5;35.71;816;644;33;0;0;0;0;197
Sul;SC;Cunhataí;420475;66;27;39;2;0;2;174;6;24;0;0;0;0;0;0;339;204;15;1;0;0;0;22
Sul;SC;Curitibanos;420480;5218;4883;335;1175;1072;103;12736;1611;5079;64;44265;71;12.26;19;10.49;598;305;70;8;0;0;0;207
Sul;SC;Descanso;420490;356;175;181;97;50;47;983;127;419;14;28.57;7;14.29;4;26.66;829;597;23;3;0;0;0;160
Sul;SC;Dionísio Cerqueira;420500;1357;1043;314;403;319;84;3689;472;1593;20;44511;18;9.89;6;12.24;856;537;96;18;0;0;0;967
Sul;SC;Dona Emma;420510;152;87;65;20;9;11;427;34;125;1;4.35;1;44448;0;0;347;155;12;0;0;0;0;72
Sul;SC;Doutor Pedrinho;420515;69;20;49;16;3;13;183;12;35;0;0;2;40;0;0;199;112;5;0;0;0;0;0
Sul;SC;Entre Rios;420517;757;182;575;431;82;349;2066;436;1329;28;44270;10;7.19;13;23.22;414;228;134;44;0;0;0;1
Sul;SC;Ermo;420519;289;86;203;121;31;90;702;91;286;3;44323;6;15.38;1;10;163;167;25;2;0;0;0;7
Sul;SC;Erval Velho;420520;273;194;79;10;5;5;723;31;121;5;21.74;7;30.43;2;28.57;302;196;9;0;0;0;0;24
Sul;SC;Faxinal dos Guedes;420530;801;544;257;220;156;64;2325;267;881;12;12.77;5;7.35;4;14.81;368;270;13;0;0;0;0;0
Sul;SC;Flor do Sertão;420535;230;47;183;39;3;36;672;48;171;2;44511;2;10.53;2;28.58;209;117;29;3;0;0;0;39
Sul;SC;Florianópolis;420540;36538;36468;70;8155;8135;20;88094;7182;21365;144;44240;60;10.19;59;18.79;74;49;9;4;0;0;0;0
Sul;SC;Formosa do Sul;420543;208;126;82;84;45;39;606;91;294;2;44353;1;44258;1;7.69;371;200;14;11;0;0;0;16
Sul;SC;Forquilhinha;420545;1247;1192;55;352;335;17;3700;431;1393;13;7.88;24;21.24;3;8.33;415;305;5;0;0;0;0;201
Sul;SC;Fraiburgo;420550;3514;2893;621;1008;792;216;9216;1195;4123;51;10.58;71;12.35;21;14.58;687;347;83;27;0;0;0;218
Sul;SC;Frei Rogério;420555;295;112;183;122;52;70;844;121;387;3;11.54;1;5.88;2;22.22;365;250;35;16;0;0;0;127
Sul;SC;Galvão;420560;388;333;55;156;140;16;953;164;512;17;21.79;7;11.86;4;20;230;204;19;0;0;0;0;53
Sul;SC;Garopaba;420570;2364;1970;394;861;742;119;6269;753;2370;28;13.33;30;44208;11;18.97;208;85;40;7;0;0;0;13
Sul;SC;Garuva;420580;1806;1364;442;435;318;117;4590;540;1856;32;44424;25;27.47;10;22.73;258;68;17;0;0;0;0;26
Sul;SC;Gaspar;420590;2679;2461;218;405;376;29;7212;649;2029;13;7.98;8;7.84;5;10.41;353;88;1;0;0;0;0;1
Sul;SC;Governador Celso Ramos;420600;1038;1011;27;478;466;12;2940;383;1304;8;4.26;17;11.64;3;44536;35;78;6;0;0;0;0;51
Sul;SC;Grão Pará;420610;342;257;85;73;59;14;981;88;314;4;11.76;11;35.48;1;33.33;653;438;19;0;0;0;0;107
Sul;SC;Gravatal;420620;765;479;286;197;115;82;1871;258;802;6;10;16;23.53;4;26.67;579;90;8;9;0;0;0;51
Sul;SC;Guabiruba;420630;904;902;2;395;395;0;2713;418;1331;14;44387;7;5.79;4;9.76;184;9;0;0;0;0;0;1
Sul;SC;Guaraciaba;420640;485;308;177;34;19;15;1292;99;333;5;13.89;6;19.35;0;0;1014;1067;50;4;0;0;0;149
Sul;SC;Guaramirim;420650;3579;3146;433;885;781;104;9366;1130;3284;15;5.26;17;8.25;9;9.28;324;117;10;0;0;0;0;3
Sul;SC;Guarujá do Sul;420660;426;291;135;57;37;20;1087;108;319;0;0;0;0;0;0;306;215;34;4;0;0;0;91
Sul;SC;Guatambú;420665;643;333;310;187;97;90;1652;194;565;9;17.65;10;20.83;3;21.43;511;173;24;5;0;0;0;81
Sul;SC;Herval d'Oeste;420670;1223;1152;71;287;277;10;3377;394;1301;63;24.32;7;10;20;25.31;479;222;8;4;0;0;0;42
Sul;SC;Ibiam;420675;181;74;107;57;21;36;495;73;255;1;5.56;0;0;0;0;303;142;11;0;0;0;0;2
Sul;SC;Ibicaré;420680;306;158;148;73;31;42;701;86;291;9;18.75;0;0;4;30.77;441;184;20;6;0;0;0;1
Sul;SC;Ibirama;420690;852;777;75;143;131;12;2514;201;688;4;8.33;3;10.71;1;8.33;367;153;6;0;0;0;0;0
Sul;SC;Içara;420700;2580;2309;271;1184;1055;129;6733;1181;3550;41;10.15;21;11.35;11;11.22;821;499;17;0;0;0;0;244
Sul;SC;Ilhota;420710;995;698;297;493;319;174;2778;418;1239;19;19.39;15;44271;2;44448;239;83;1;0;0;0;0;0
Sul;SC;Imaruí;420720;1154;414;740;448;131;317;3188;557;1778;33;18.54;20;16.67;4;9.76;818;150;62;34;0;0;0;2
Sul;SC;Imbituba;420730;3106;3066;40;1246;1225;21;8058;1317;3961;39;10.54;37;10.48;12;11.76;238;37;2;1;0;0;0;2
Sul;SC;Imbuia;420740;485;229;256;20;6;14;1424;86;353;1;44410;2;5.41;1;44511;721;750;125;2;0;0;0;9
Sul;SC;Indaial;420750;1910;1885;25;503;494;9;5469;533;1768;50;19.23;22;44358;15;20.83;490;57;0;0;0;0;0;2
Sul;SC;Iomerê;420757;85;37;48;17;5;12;203;15;53;1;14.29;1;25;1;50;253;150;12;0;0;0;0;5
Sul;SC;Ipira;420760;311;178;133;51;28;23;902;63;207;0;0;2;9.52;0;0;480;211;19;0;0;0;0;35
Sul;SC;Iporã do Oeste;420765;456;286;170;103;59;44;1302;117;399;2;6.45;4;13.79;0;0;818;541;24;2;0;0;0;134
Sul;SC;Ipuaçu;420768;1341;187;1154;873;64;809;3714;880;2687;59;44453;20;7.75;15;13.64;514;414;226;122;0;0;0;0
Sul;SC;Ipumirim;420770;441;203;238;76;24;52;1204;116;421;12;20.69;8;34.78;4;33.33;798;449;47;6;0;0;0;10
Sul;SC;Iraceminha;420775;264;113;151;72;34;38;773;86;271;5;14.29;2;5.56;2;25;590;467;49;1;0;0;0;216
Sul;SC;Irani;420780;895;725;170;91;69;22;2487;195;666;20;21.28;3;4.69;6;19.36;490;318;48;3;0;0;0;1
Sul;SC;Irati;420785;197;85;112;71;30;41;515;78;199;1;6.67;1;10;1;100;262;149;17;4;0;0;0;39
Sul;SC;Irineópolis;420790;1020;507;513;432;218;214;3028;496;1676;12;11.88;27;13.99;6;18.18;1306;770;79;4;0;0;0;80
Sul;SC;Itá;420800;647;414;233;138;97;41;1605;151;490;18;28.57;16;24.24;9;42.86;508;297;40;0;13;0;0;22
Sul;SC;Itaiópolis;420810;1426;920;506;441;297;144;4330;621;2126;35;14.71;26;11.35;9;44391;2264;892;67;14;0;0;0;54
Sul;SC;Itajaí;420820;12252;11717;535;4010;3704;306;30713;3669;11176;87;44355;131;11.34;20;8;212;79;3;0;0;0;0;0
Sul;SC;Itapema;420830;4219;4192;27;1367;1352;15;11041;1181;3834;28;9.86;21;10.66;10;44450;42;24;2;0;0;0;0;0
Sul;SC;Itapiranga;420840;478;257;221;19;11;8;1406;101;395;7;12.28;3;10.71;1;6.67;992;826;46;5;0;0;0;30
Sul;SC;Itapoá;420845;2412;2377;35;631;619;12;6076;603;1996;21;10.24;27;11.95;7;14;43;61;4;0;0;0;0;0
Sul;SC;Ituporanga;420850;1059;694;365;137;100;37;3347;256;929;7;6.73;9;11.69;1;4.55;1525;1106;95;5;0;0;0;12
Sul;SC;Jaborá;420860;348;219;129;52;29;23;886;71;230;1;5;3;18.75;1;16.67;417;329;16;0;0;0;0;130
Sul;SC;Jacinto Machado;420870;759;477;282;210;129;81;2106;360;1151;24;13.48;38;22.75;9;19.15;796;642;43;4;0;0;0;297
Sul;SC;Jaguaruna;420880;1043;872;171;302;245;57;3113;426;1467;13;44448;16;9.41;5;44450;544;268;9;0;0;0;0;67
Sul;SC;Jaraguá do Sul;420890;8085;7601;484;1776;1628;148;21814;1791;5734;57;8.15;69;9.32;23;44511;558;154;3;0;0;0;0;56
Sul;SC;Jardinópolis;420895;173;131;42;34;25;9;501;57;179;2;10;3;21.43;1;14.29;226;110;6;2;0;0;0;41
Sul;SC;Joaçaba;420900;1490;1397;93;413;403;10;3688;463;1377;24;10.62;25;15.43;9;44361;699;231;24;0;0;0;0;79
Sul;SC;Joinville;420910;30575;29646;929;7616;7373;243;80845;8534;26076;257;44451;136;44236;99;14.58;991;289;15;0;0;0;0;202
Sul;SC;José Boiteux;420915;496;118;378;203;17;186;1778;227;912;14;11.57;22;18.33;4;20;467;319;135;1;0;0;0;20
Sul;SC;Jupiá;420917;429;294;135;96;67;29;1043;111;314;2;9.52;3;16.67;2;20;300;193;38;4;0;0;0;26
Sul;SC;Lacerdópolis;420920;75;49;26;5;5;0;205;5;19;1;50;0;0;0;0;190;115;10;0;0;0;0;6
Sul;SC;Lages;420930;16210;15977;233;5125;5031;94;41997;6352;19386;414;44302;117;15.56;126;20.13;581;225;39;13;0;0;0;4
Sul;SC;Laguna;420940;3075;2857;218;372;348;24;7491;685;2125;27;44244;15;18.75;9;26.47;120;182;22;2;0;0;0;23
Sul;SC;Lajeado Grande;420945;130;91;39;42;34;8;368;48;152;2;10.53;3;15;2;22.22;214;155;5;3;0;0;0;0
Sul;SC;Laurentino;420950;345;260;85;53;44;9;990;73;251;11;22.92;5;19.23;3;44431;204;159;10;0;0;0;0;2
Sul;SC;Lauro Müller;420960;1040;908;132;334;293;41;2533;392;1098;23;44304;8;6.56;10;24.39;362;153;8;0;0;0;0;48
Sul;SC;Lebon Régis;420970;2324;1663;661;477;360;117;6288;791;2594;41;17.75;46;44217;16;24.61;645;294;154;28;0;0;0;300
Sul;SC;Leoberto Leal;420980;275;67;208;61;12;49;905;155;580;20;32.79;16;42.11;5;29.41;591;461;101;10;0;0;0;11
Sul;SC;Lindóia do Sul;420985;310;205;105;45;27;18;885;73;261;2;22.22;1;4.17;1;33.33;589;393;31;5;29;0;0;108
Sul;SC;Lontras;420990;311;244;67;42;34;8;966;63;255;7;14;3;11.54;2;18.18;354;215;12;0;0;0;0;0
Sul;SC;Luiz Alves;421000;550;357;193;95;67;28;1632;151;539;8;10.67;18;21.18;4;17.39;471;248;4;0;0;0;0;24
Sul;SC;Luzerna;421003;465;370;95;16;11;5;1095;27;93;1;8.33;3;20;1;25;305;106;15;0;0;0;0;31
Sul;SC;Macieira;421005;63;18;45;22;6;16;179;20;72;7;58.33;0;0;2;50;258;137;7;5;0;0;0;5
Sul;SC;Mafra;421010;3247;2713;534;639;538;101;8850;1021;3243;53;15.59;41;44425;15;17.86;1604;865;29;4;0;0;0;127
Sul;SC;Major Gercino;421020;369;95;274;147;38;109;1142;151;555;6;44323;6;44448;1;4.55;355;142;59;8;0;0;0;0
Sul;SC;Major Vieira;421030;760;360;400;197;87;110;2240;331;1110;4;44290;5;7.58;0;0;910;569;98;2;0;0;0;31
Sul;SC;Maracajá;421040;625;541;84;243;202;41;1491;209;659;5;7.58;5;9.62;1;7.69;208;137;9;0;0;0;0;49
Sul;SC;Maravilha;421050;1024;879;145;268;224;44;2706;354;987;2;2.53;3;44504;0;0;724;512;15;2;0;0;0;111
Sul;SC;Marema;421055;173;108;65;60;54;6;474;56;165;6;30;5;31.25;2;25;319;278;22;1;0;0;0;0
Sul;SC;Massaranduba;421060;655;437;218;232;170;62;1882;183;603;11;14.86;6;10;4;23.53;798;479;17;1;0;0;0;66
Sul;SC;Matos Costa;421070;657;402;255;163;108;55;1957;197;664;5;14.71;4;16;3;18.75;268;92;46;5;0;0;0;72
Sul;SC;Meleiro;421080;516;266;250;253;125;128;1473;232;775;9;9.89;15;20;2;44293;435;311;14;0;0;0;0;13
Sul;SC;Mirim Doce;421085;378;217;161;28;13;15;1054;43;151;1;4.76;0;0;0;0;252;163;25;3;0;0;0;1
Sul;SC;Modelo;421090;269;218;51;48;35;13;691;61;175;2;8;0;0;0;0;303;196;6;0;0;0;0;36
Sul;SC;Mondaí;421100;773;539;234;82;53;29;1725;156;488;4;8.33;6;16.22;1;8.33;753;390;58;1;0;0;0;65
Sul;SC;Monte Carlo;421105;1558;1451;107;525;483;42;4178;647;1982;32;12.45;22;8.37;16;20.78;191;57;16;3;0;0;0;20
Sul;SC;Monte Castelo;421110;1099;587;512;650;335;315;2816;618;1896;25;44452;25;44268;14;44459;323;244;59;5;0;0;0;18
Sul;SC;Morro da Fumaça;421120;1015;962;53;222;209;13;3012;264;889;35;26.92;6;10.71;7;26.92;182;113;2;1;0;0;0;44
Sul;SC;Morro Grande;421125;285;106;179;74;16;58;733;130;389;2;8;8;44.44;2;28.58;284;138;23;3;0;0;0;8
Sul;SC;Navegantes;421130;4764;4640;124;1984;1940;44;13762;2321;7505;58;11.22;83;10.52;19;13.57;74;45;2;0;0;0;0;1
Sul;SC;Nova Erechim;421140;342;287;55;76;67;9;928;73;230;8;16;4;15.38;3;44400;261;231;8;0;0;0;0;53
Sul;SC;Nova Itaberaba;421145;435;186;249;94;46;48;1180;161;491;2;7.69;5;15.63;1;25;518;375;54;8;0;0;0;49
Sul;SC;Nova Trento;421150;591;515;76;202;188;14;1598;208;649;5;11.63;10;15.38;2;20;358;190;21;1;0;0;0;2
Sul;SC;Nova Veneza;421160;513;439;74;236;194;42;1397;228;692;9;11.25;7;10.29;2;44541;371;295;4;0;0;0;0;112
Sul;SC;Novo Horizonte;421165;223;89;134;52;14;38;664;78;264;4;11.76;3;44299;2;14.29;397;225;17;3;0;0;0;56
Sul;SC;Orleans;421170;1001;795;206;524;413;111;2742;544;1686;12;21.43;28;44459;4;26.67;1008;476;19;0;0;0;0;61
Sul;SC;Otacílio Costa;421175;958;879;79;264;240;24;2368;352;1105;11;7.59;17;11.72;4;44511;245;96;11;4;0;0;0;17
Sul;SC;Ouro;421180;379;305;74;95;76;19;996;112;321;2;7.69;1;2.63;0;0;607;341;12;0;0;0;0;30
Sul;SC;Ouro Verde;421185;314;142;172;132;58;74;815;137;401;1;3.23;2;44511;1;20;242;176;39;3;0;0;0;0
Sul;SC;Paial;421187;274;76;198;60;13;47;839;68;245;1;3.13;3;11.54;0;0;317;149;34;1;0;0;0;0
Sul;SC;Painel;421189;345;187;158;109;63;46;996;126;411;9;19.15;3;8.33;2;50;311;51;18;7;0;0;0;10
Sul;SC;Palhoça;421190;11076;10931;145;2876;2818;58;29762;2753;8821;62;9.86;187;20.96;21;14.19;105;34;4;4;0;0;0;0
Sul;SC;Palma Sola;421200;681;538;143;337;272;65;1913;362;1120;28;18.92;11;44511;5;14.28;443;396;43;8;0;0;0;219
Sul;SC;Palmeira;421205;189;103;86;64;39;25;498;72;226;2;5.88;1;6.25;0;0;259;68;2;0;0;0;0;0
Sul;SC;Palmitos;421210;1064;791;273;228;160;68;2644;314;1026;13;20;7;20;6;40;1328;1004;66;0;0;0;0;320
Sul;SC;Papanduva;421220;1354;842;512;345;209;136;4004;519;1693;21;16.28;14;9.66;9;23.68;979;614;69;5;0;0;0;91
Sul;SC;Paraíso;421223;315;132;183;96;44;52;859;107;376;4;8.51;1;2.78;1;5.56;517;286;35;10;0;0;0;266
Sul;SC;Passo de Torres;421225;838;698;140;441;354;87;2427;403;1359;21;12.65;17;12.23;5;11.37;86;24;1;0;0;0;0;0
Sul;SC;Passos Maia;421227;639;206;433;192;52;140;1802;226;793;19;22.35;24;28.92;11;36.67;532;268;111;68;0;0;0;51
Sul;SC;Paulo Lopes;421230;566;358;208;140;86;54;1456;179;580;15;18.75;5;10;4;44335;124;40;15;14;0;0;0;2
Sul;SC;Pedras Grandes;421240;285;155;130;28;19;9;824;36;132;2;7.41;1;7.14;1;14.29;366;203;18;0;0;0;0;3
Sul;SC;Penha;421250;2034;2031;3;856;855;1;5104;581;1793;17;17.17;24;19.35;5;20.83;43;25;2;0;0;0;0;17
Sul;SC;Peritiba;421260;204;144;60;5;1;4;626;21;89;1;44328;0;0;0;0;313;210;20;0;0;0;0;1
Sul;SC;Pescaria Brava;421265;674;412;262;509;288;221;1776;377;1109;13;10.66;17;15.18;2;44385;222;31;7;2;0;0;0;0
Sul;SC;Petrolândia;421270;341;136;205;45;11;34;912;67;251;10;21.74;4;13.79;5;33.33;824;550;40;0;0;0;0;75
Sul;SC;Pinhalzinho;421290;953;865;88;110;96;14;2540;188;578;4;44385;3;7.69;1;8.33;616;347;5;0;0;0;0;66
Sul;SC;Pinheiro Preto;421300;268;181;87;18;7;11;681;41;154;4;44337;5;17.24;2;50;147;160;14;0;0;0;0;0
Sul;SC;Piratuba;421310;182;109;73;62;37;25;509;75;242;2;9.52;2;10;2;28.58;405;230;11;0;0;0;0;0
Sul;SC;Planalto Alegre;421315;228;84;144;37;12;25;582;56;189;1;4.35;2;7.69;0;0;338;174;11;0;34;0;0;24
Sul;SC;Pomerode;421320;629;559;70;33;27;6;1975;72;229;10;22.73;0;0;1;44448;486;29;0;0;0;0;0;1
Sul;SC;Ponte Alta;421330;594;475;119;117;95;22;1737;199;705;12;13.79;16;20.51;6;27.27;252;101;20;0;0;0;0;125
Sul;SC;Ponte Alta do Norte;421335;348;326;22;118;107;11;1041;167;578;9;15;14;22.95;4;22.22;32;13;1;0;0;0;0;0
Sul;SC;Ponte Serrada;421340;1389;1249;140;486;419;67;3799;552;1725;43;22.28;56;44343;8;14.54;250;147;33;12;21;0;0;58
Sul;SC;Porto Belo;421350;1454;1344;110;360;339;21;3775;348;1168;9;10.71;12;13.19;3;20;34;81;4;0;0;0;0;0
Sul;SC;Porto União;421360;2234;1974;260;504;418;86;5907;695;2149;23;11.17;22;13.17;9;16.98;893;403;49;9;0;0;0;165
Sul;SC;Pouso Redondo;421370;719;519;200;123;94;29;2291;181;660;9;12.16;5;8.93;4;18.19;1000;342;15;0;0;0;0;13
Sul;SC;Praia Grande;421380;830;556;274;429;283;146;2142;399;1142;10;44445;14;11.48;5;10.64;313;227;45;16;0;0;0;42
Sul;SC;Presidente Castello Branco;421390;165;92;73;23;16;7;444;30;99;1;8.33;0;0;0;0;230;170;20;0;0;0;0;0
Sul;SC;Presidente Getúlio;421400;330;265;65;123;107;16;1013;125;452;0;0;2;11.76;0;0;725;382;17;0;0;0;0;21
Sul;SC;Presidente Nereu;421410;174;81;93;22;6;16;492;46;175;3;10;4;18.18;1;16.67;260;161;26;16;0;0;0;18
Sul;SC;Princesa;421415;178;85;93;29;14;15;507;45;131;4;20;2;15.38;2;25;354;273;37;6;0;0;0;77
Sul;SC;Quilombo;421420;559;393;166;283;201;82;1517;307;918;19;17.92;4;4.88;6;21.43;1025;657;21;3;0;0;0;75
Sul;SC;Rancho Queimado;421430;97;42;55;18;7;11;308;28;97;0;0;1;44448;0;0;267;202;11;0;0;0;0;0
Sul;SC;Rio das Antas;421440;617;374;243;156;88;68;1653;183;604;16;23.88;21;29.17;3;21.43;547;290;32;2;0;0;0;45
Sul;SC;Rio do Campo;421450;451;217;234;41;19;22;1288;69;270;1;3.45;2;44328;1;44511;694;531;36;5;0;0;0;66
Sul;SC;Rio do Oeste;421460;351;232;119;22;12;10;1040;50;200;0;0;0;0;0;0;696;561;38;1;0;0;0;3
Sul;SC;Rio do Sul;421480;2690;2580;110;703;684;19;7217;916;2898;26;44448;23;8.46;14;15.21;489;109;2;0;0;0;0;11
Sul;SC;Rio dos Cedros;421470;289;98;191;63;22;41;801;81;303;10;32.26;3;13.64;4;44.44;453;110;16;0;0;0;0;8
Sul;SC;Rio Fortuna;421490;116;67;49;14;11;3;397;30;107;0;0;0;0;0;0;605;333;11;0;0;0;0;172
Sul;SC;Rio Negrinho;421500;2058;1651;407;334;249;85;5972;652;2320;38;13.62;59;18.44;11;17.19;595;256;62;9;0;0;0;234
Sul;SC;Rio Rufino;421505;293;65;228;163;41;122;801;170;524;9;10.98;10;15.15;6;25;234;180;18;6;0;0;0;1
Sul;SC;Riqueza;421507;425;166;259;84;28;56;1181;131;445;2;4.17;2;6.25;1;6.67;583;467;85;36;0;0;0;54
Sul;SC;Rodeio;421510;344;314;30;116;114;2;959;126;379;4;18.18;2;5.71;1;20;358;58;5;0;0;0;0;0
Sul;SC;Romelândia;421520;495;223;272;179;82;97;1302;203;564;9;44431;6;28.57;3;42.86;717;516;74;3;0;0;0;193
Sul;SC;Salete;421530;285;206;79;30;19;11;836;67;254;5;14.71;0;0;1;44328;468;210;16;4;0;0;0;1
Sul;SC;Saltinho;421535;374;177;197;133;67;66;987;155;508;6;44328;5;11.63;1;8.33;547;332;53;4;0;0;0;287
Sul;SC;Salto Veloso;421540;303;254;49;56;46;10;722;68;204;2;10;2;13.33;0;0;216;145;10;0;0;0;0;8
Sul;SC;Sangão;421545;617;372;245;227;131;96;1810;230;835;21;14.29;13;8.39;8;16;179;71;3;0;0;0;0;0
Sul;SC;Santa Cecília;421550;2052;1825;227;942;843;99;5375;1063;3250;65;44517;48;44332;27;23.68;161;55;14;6;0;0;0;27
Sul;SC;Santa Helena;421555;166;75;91;9;4;5;498;23;77;2;33.33;2;14.29;1;50;301;219;36;0;0;0;0;44
Sul;SC;Santa Rosa de Lima;421560;86;19;67;20;3;17;287;26;95;0;0;1;16.67;0;0;272;127;8;0;0;0;0;270
Sul;SC;Santa Rosa do Sul;421565;900;628;272;181;135;46;2297;282;942;15;13.64;12;9.45;10;31.26;499;291;43;0;0;0;0;22
Sul;SC;Santa Terezinha;421567;402;48;354;74;12;62;1258;127;434;5;11.36;6;21.43;1;14.29;1802;796;82;8;0;0;0;142
Sul;SC;Santa Terezinha do Progresso;421568;329;108;221;88;25;63;977;132;444;0;0;1;2.78;0;0;469;253;52;2;0;0;0;109
Sul;SC;Santiago do Sul;421569;150;80;70;39;27;12;419;45;151;1;44511;0;0;0;0;181;172;43;0;0;0;0;39
Sul;SC;Santo Amaro da Imperatriz;421570;1253;1077;176;262;219;43;3420;313;1001;4;4.26;6;7.41;3;10;284;105;3;0;0;0;0;0
Sul;SC;São Bento do Sul;421580;4235;4167;68;1073;1056;17;11375;1312;3969;109;21;50;11.93;29;22.14;362;103;3;2;0;0;0;6
Sul;SC;São Bernardino;421575;287;140;147;100;48;52;826;97;296;12;25.53;6;22.22;2;28.58;383;215;41;6;0;0;0;47
Sul;SC;São Bonifácio;421590;161;27;134;41;2;39;476;61;202;2;44385;4;44337;0;0;358;114;14;3;0;0;0;0
Sul;SC;São Carlos;421600;569;439;130;130;105;25;1517;164;492;5;13.16;9;18.75;2;25;720;545;26;1;0;0;0;61
Sul;SC;São Cristóvão do Sul;421605;739;606;133;279;238;41;1910;268;871;8;44389;12;12.77;3;13.64;95;12;1;0;0;0;0;5
Sul;SC;São Domingos;421610;1023;803;220;228;171;57;2744;328;1084;23;17.69;29;28.43;9;23.69;560;340;22;5;0;0;0;108
Sul;SC;São Francisco do Sul;421620;3727;3030;697;716;573;143;9810;1013;3452;28;11.34;52;44332;6;11.54;86;73;15;3;0;0;0;0
Sul;SC;São João Batista;421630;2542;2462;80;626;610;16;6612;463;1473;40;23.81;45;19.91;15;26.32;341;63;1;0;0;0;0;0
Sul;SC;São João do Itaperiú;421635;263;20;243;120;10;110;698;65;215;2;16.67;4;18.18;0;0;227;124;7;0;0;0;0;0
Sul;SC;São João do Oeste;421625;126;48;78;17;3;14;350;28;91;2;16.67;0;0;1;33.33;671;524;22;1;0;0;0;85
Sul;SC;São João do Sul;421640;663;117;546;200;21;179;1785;279;931;6;6.38;17;21.79;2;44384;690;390;36;13;0;0;0;1
Sul;SC;São Joaquim;421650;2351;1807;544;509;382;127;6438;783;2553;21;10.82;20;44511;11;18.97;1592;675;51;1;0;0;0;154
Sul;SC;São José;421660;10096;10076;20;3187;3179;8;28015;3786;12033;97;10.51;96;8.91;25;8.19;58;10;0;0;0;0;0;0
Sul;SC;São José do Cedro;421670;755;441;314;249;132;117;2127;294;931;32;44252;19;15.97;18;45;1008;671;71;5;0;0;0;283
Sul;SC;São José do Cerrito;421680;1069;387;682;490;159;331;2842;544;1624;20;13.99;15;11.72;9;26.47;1510;695;135;36;0;0;0;151
Sul;SC;São Lourenço do Oeste;421690;1312;1060;252;307;228;79;3679;453;1530;30;25;49;31.21;9;23.68;1047;551;32;0;0;0;0;94
Sul;SC;São Ludgero;421700;503;443;60;122;104;18;1459;139;474;5;9.26;6;15.79;1;5.88;272;117;3;0;0;0;0;29
Sul;SC;São Martinho;421710;197;56;141;27;5;22;631;47;168;0;0;0;0;0;0;311;118;14;1;0;0;0;0
Sul;SC;São Miguel da Boa Vista;421715;116;28;88;51;6;45;307;56;164;2;18.18;1;8.33;2;50;342;161;10;2;0;0;0;74
Sul;SC;São Miguel do Oeste;421720;1903;1674;229;286;254;32;5145;546;1740;23;10.36;14;7.78;11;44392;709;385;32;2;0;0;0;425
Sul;SC;São Pedro de Alcântara;421725;252;178;74;64;44;20;609;56;161;0;0;1;44511;0;0;177;33;2;0;0;0;0;0
Sul;SC;Saudades;421730;389;274;115;121;68;53;1069;115;348;3;44323;3;7.69;2;44328;971;632;27;8;0;0;0;87
Sul;SC;Schroeder;421740;745;728;17;155;152;3;2087;138;451;4;5.97;5;7.35;2;16.66;206;76;4;2;0;0;0;1
Sul;SC;Seara;421750;868;682;186;159;113;46;2021;210;629;12;13.33;3;4.55;4;15.39;1006;708;47;0;0;0;0;39
Sul;SC;Serra Alta;421755;165;83;82;45;13;32;455;50;151;5;27.78;2;44328;1;33.33;355;203;18;3;0;0;0;30
Sul;SC;Siderópolis;421760;984;884;100;246;212;34;2557;227;713;18;20.45;16;44244;7;29.17;322;103;5;0;0;0;0;75
Sul;SC;Sombrio;421770;2295;2104;191;556;503;53;6034;709;2454;26;8.39;22;10.89;7;8.24;540;231;15;0;0;0;0;82
Sul;SC;Sul Brasil;421775;214;101;113;56;22;34;552;61;186;5;22.73;0;0;2;28.58;410;202;21;2;0;0;0;45
